original_index,question,cypher,typeql
155,List the top 5 users who have the role of chatter in the highest number of other user's streams.,"MATCH (u:User)-[:CHATTER]->(s:Stream)<-[:CHATTER]-(other:User)
WHERE u <> other
WITH u, count(distinct s) as chatter_count
ORDER BY chatter_count DESC
LIMIT 5
RETURN u.name as user, chatter_count","match
  $u isa user, has name $un;
  chat_activity (chatting_user: $u, channel_with_chatters: $s);
  chat_activity (chatting_user: $other, channel_with_chatters: $s);
  not { $u is $other; };
reduce $chatter_count = count($s) groupby $un;
sort $chatter_count desc;
limit 5;"
156,What are the three most common teams that streams belong to?,"MATCH (s:Stream)-[:HAS_TEAM]->(t:Team)
RETURN t.name AS team, count(*) AS num_streams
ORDER BY num_streams DESC
LIMIT 3","match
  $t isa team, has name $tn;
  team_membership (member_stream: $s, organization: $t);
reduce $num_streams = count($s) groupby $tn;
sort $num_streams desc;
limit 3;"
157,Which streams have a VIP relationship with more than three different users?,"MATCH (s:Stream)-[:VIP]->(u:User)
WITH s, count(u) AS vip_count
WHERE vip_count > 3
RETURN s.name AS stream_name, vip_count","match
  $s isa stream, has name $sn;
  vip_status (channel_with_vips: $s, vip_user: $u);
reduce $vip_count = count($u) groupby $sn;
sort $vip_count desc;"
158,List the top 5 streams that have been added to the most teams.,"MATCH (s:Stream)-[:HAS_TEAM]->(t:Team)
RETURN s.name AS stream, count(t) AS team_count
ORDER BY team_count DESC
LIMIT 5","match
  $s isa stream, has name $sn;
  team_membership (member_stream: $s, organization: $t);
reduce $team_count = count($t) groupby $sn;
sort $team_count desc;
limit 5;"
159,"What are the first 3 streams to play 'Rust' with more than 100,000 total views?","MATCH (s:Stream)-[:PLAYS]->(:Game {name: 'Rust'})
WHERE s.total_view_count > 100000
RETURN s.name AS stream_name, s.total_view_count AS total_views
ORDER BY s.createdAt
LIMIT 3","match
  $g isa game, has name ""Rust"";
  game_play (streaming_channel: $s, played_game: $g);
  $s has name $sn, has total_view_count $tvc, has created_at $ca;
  $tvc > 100000;
sort $ca asc;
limit 3;
fetch { ""stream_name"": $sn, ""total_views"": $tvc };"
160,Which 3 users have served as moderators for the oldest streams in the database?,"MATCH (s:Stream)<-[:MODERATOR]-(u:User)
WITH s, u
ORDER BY s.createdAt
LIMIT 3
RETURN u.name AS user, s.name AS stream, s.createdAt AS streamCreatedAt","match
  $s isa stream, has name $sn, has created_at $ca;
  moderation (moderated_channel: $s, moderating_user: $u);
  $u has name $un;
sort $ca asc;
limit 3;
fetch { ""user"": $un, ""stream"": $sn, ""streamCreatedAt"": $ca };"
161,List the top 5 streams that are part of a team created before 2015.,"MATCH (s:Stream)-[:HAS_TEAM]->(t:Team)
WHERE t.createdAt < date(""2015-01-01"")
RETURN s.name AS stream, s.followers AS followers
ORDER BY followers DESC
LIMIT 5","match
  $t isa team, has created_at $ca;
  $ca < 2015-01-01;
  team_membership (member_stream: $s, organization: $t);
  $s has name $sn, has followers $f;
sort $f desc;
limit 5;
fetch { ""stream"": $sn, ""followers"": $f };"
163,Which 3 streams have the most unique games played?,"MATCH (s:Stream)-[:PLAYS]->(g:Game)
WITH s, count(distinct g) as uniqueGames
RETURN s.name as streamName, uniqueGames
ORDER BY uniqueGames DESC
LIMIT 3","match
  $s isa stream, has name $sn;
  game_play (streaming_channel: $s, played_game: $g);
reduce $uniqueGames = count($g) groupby $sn;
sort $uniqueGames desc;
limit 3;"
164,List the top 5 streams that have had more than three different languages associated with them.,"MATCH (s:Stream)-[:HAS_LANGUAGE]->(l:Language)
WITH s, count(distinct l) as languageCount
WHERE languageCount > 3
RETURN s.name as streamName, languageCount
ORDER BY languageCount DESC
LIMIT 5","match
  $s isa stream, has name $sn;
  language_usage (channel: $s, used_language: $l);
reduce $languageCount = count($l) groupby $sn;
sort $languageCount desc;
limit 5;"
165,"What are the first 3 users who are VIPs in streams with more than 10,000 total views?","MATCH (u:User)-[:VIP]->(s:Stream)
WHERE s.total_view_count > 10000
RETURN u.name AS user, s.name AS stream
ORDER BY s.total_view_count DESC
LIMIT 3","match
  $s isa stream, has total_view_count $tvc, has name $sn;
  $tvc > 10000;
  vip_status (channel_with_vips: $s, vip_user: $u);
  $u has name $un;
sort $tvc desc;
limit 3;
fetch { ""user"": $un, ""stream"": $sn };"
166,List the top 5 oldest teams based on the 'createdAt' property.,"MATCH (t:Team)
RETURN t.name AS team, t.createdAt
ORDER BY t.createdAt
LIMIT 5","match
  $t isa team, has name $tn, has created_at $ca;
sort $ca asc;
limit 5;
fetch { ""team"": $tn, ""createdAt"": $ca };"
167,Which 3 streams have the most users as chatters?,"MATCH (s:Stream)<-[:CHATTER]-(u:User)
RETURN s.name AS stream, count(u) AS chatter_count
ORDER BY chatter_count DESC
LIMIT 3","match
  $s isa stream, has name $sn;
  chat_activity (channel_with_chatters: $s, chatting_user: $u);
reduce $chatter_count = count($u) groupby $sn;
sort $chatter_count desc;
limit 3;"
168,List the first 3 games played by streams with the highest follower counts.,"MATCH (s:Stream)-[:PLAYS]->(g:Game)
RETURN g.name AS game, max(s.followers) AS max_followers
ORDER BY max_followers DESC
LIMIT 3","match
  $s isa stream, has followers $f;
  game_play (streaming_channel: $s, played_game: $g);
  $g has name $gn;
reduce $max_followers = max($f) groupby $gn;
sort $max_followers desc;
limit 3;"
169,What are the top 5 streams that have VIP relationships with other streams?,"MATCH (s:Stream)-[:VIP]->(otherStream:Stream)
RETURN s.name AS stream, count(otherStream) AS vip_count
ORDER BY vip_count DESC
LIMIT 5","match
  $s isa stream, has name $sn;
  vip_status (vip_channel: $s, channel_with_vips: $other);
reduce $vip_count = count($other) groupby $sn;
sort $vip_count desc;
limit 5;"
170,Which 3 users have the most moderator relationships with other users?,"MATCH (u:User)-[r:MODERATOR]->(otherUser:User)
RETURN u.name AS user, count(r) AS num_moderator_relationships
ORDER BY num_moderator_relationships DESC
LIMIT 3","match
  $u isa user, has name $un;
  moderation (moderating_user: $u, moderated_user: $other);
reduce $num_moderator_relationships = count($other) groupby $un;
sort $num_moderator_relationships desc;
limit 3;"
172,What are the first 3 streams that have a language setup other than 'en' or 'ru'?,"MATCH (s:Stream)-[:HAS_LANGUAGE]->(l:Language)
WHERE l.name <> 'en' AND l.name <> 'ru'
RETURN s.name AS stream, l.name AS language
LIMIT 3","match
  $s isa stream, has name $sn;
  language_usage (channel: $s, used_language: $l);
  $l has name $ln;
  not { $ln == ""en""; };
  not { $ln == ""ru""; };
limit 3;
fetch { ""stream"": $sn, ""language"": $ln };"
174,"List the top 5 games associated with streams that have more than 10,000 total views.","MATCH (s:Stream)-[:PLAYS]->(g:Game)
WHERE s.total_view_count > 10000
RETURN g.name AS game, count(*) AS stream_count
ORDER BY stream_count DESC
LIMIT 5","match
  $s isa stream, has total_view_count $tvc;
  $tvc > 10000;
  game_play (streaming_channel: $s, played_game: $g);
  $g has name $gn;
reduce $stream_count = count($s) groupby $gn;
sort $stream_count desc;
limit 5;"
175,Which 3 users are VIPs in the most number of different users' streams?,"MATCH (u:User)-[:VIP]->(s:Stream)<-[:VIP]-(other:User)
WITH u, count(DISTINCT other) AS num_vip_streams
RETURN u.name AS user, num_vip_streams
ORDER BY num_vip_streams DESC
LIMIT 3","match
  $u isa user, has name $un;
  vip_status (vip_user: $u, channel_with_vips: $s);
  vip_status (vip_user: $other, channel_with_vips: $s);
  not { $u is $other; };
reduce $num_vip_streams = count($other) groupby $un;
sort $num_vip_streams desc;
limit 3;"
176,List the first 3 streams that were created after 2020.,"MATCH (s:Stream)
WHERE s.createdAt > date(""2020-01-01"")
RETURN s
ORDER BY s.createdAt
LIMIT 3","match
  $s isa stream, has created_at $ca;
  $ca > 2020-01-01;
sort $ca asc;
limit 3;
fetch { ""name"": $s.name, ""createdAt"": $ca };"
177,"What are the top 5 teams by number of associated streams with over 10,000 followers?","MATCH (t:Team)<-[:HAS_TEAM]-(s:Stream)
WHERE s.followers > 10000
WITH t, count(s) as numStreams
ORDER BY numStreams DESC
LIMIT 5
RETURN t.name as team, numStreams","match
  $t isa team, has name $tn;
  team_membership (member_stream: $s, organization: $t);
  $s has followers $f;
  $f > 10000;
reduce $numStreams = count($s) groupby $tn;
sort $numStreams desc;
limit 5;"
178,Which 3 languages are associated with the streams that have the least followers?,"MATCH (s:Stream)-[:HAS_LANGUAGE]->(l:Language)
WITH l, min(s.followers) AS minFollowers
RETURN l.name AS language, minFollowers
ORDER BY minFollowers
LIMIT 3","match
  $s isa stream, has followers $f;
  language_usage (channel: $s, used_language: $l);
  $l has name $ln;
reduce $minFollowers = min($f) groupby $ln;
sort $minFollowers asc;
limit 3;"
179,List the top 5 streams that have the most number of languages associated.,"MATCH (s:Stream)-[:HAS_LANGUAGE]->(l:Language)
RETURN s.name AS stream, count(l) AS num_languages
ORDER BY num_languages DESC
LIMIT 5","match
  $s isa stream, has name $sn;
  language_usage (channel: $s, used_language: $l);
reduce $num_languages = count($l) groupby $sn;
sort $num_languages desc;
limit 5;"
181,"Which 3 streams have the least followers but are associated with a game with more than 100,000 total views?","MATCH (s:Stream)-[:PLAYS]->(g:Game)
WHERE g.name IS NOT NULL
WITH s, sum(s.total_view_count) AS game_views
WHERE game_views > 100000
RETURN s.name AS stream_name, s.followers AS follower_count
ORDER BY follower_count
LIMIT 3","match
  $s isa stream, has name $sn, has followers $f, has total_view_count $tvc;
  game_play (streaming_channel: $s, played_game: $g);
  $tvc > 100000;
sort $f asc;
limit 3;
fetch { ""stream_name"": $sn, ""follower_count"": $f };"
183,What are the first 3 streams to have a team relationship with 'ESO Stream Team'?,"MATCH (s:Stream)-[:HAS_TEAM]->(t:Team {name: 'ESO Stream Team'})
RETURN s.name AS stream_name, s.createdAt AS created_at
ORDER BY s.createdAt
LIMIT 3","match
  $t isa team, has name ""ESO Stream Team"";
  team_membership (member_stream: $s, organization: $t);
  $s has name $sn, has created_at $ca;
sort $ca asc;
limit 3;
fetch { ""stream_name"": $sn, ""created_at"": $ca };"
185,List the top 5 users who are moderators in the most number of streams with an 'en' language setup.,"MATCH (u:User)-[:MODERATOR]->(s:Stream)-[:HAS_LANGUAGE]->(:Language {name: 'en'})
WITH u, count(s) AS num_moderated_streams
ORDER BY num_moderated_streams DESC
LIMIT 5
RETURN u.name AS user, num_moderated_streams","match
  $l isa language, has name ""en"";
  language_usage (channel: $s, used_language: $l);
  moderation (moderated_channel: $s, moderating_user: $u);
  $u has name $un;
reduce $num_moderated_streams = count($s) groupby $un;
sort $num_moderated_streams desc;
limit 5;"
186,What are the top 5 oldest streams by the 'createdAt' property that are still active?,"MATCH (s:Stream)
WHERE s.createdAt IS NOT NULL
RETURN s
ORDER BY s.createdAt
LIMIT 5","match
  $s isa stream, has created_at $ca;
sort $ca asc;
limit 5;
fetch { ""name"": $s.name, ""createdAt"": $ca };"
188,List the first 3 streams that were created in 2018.,"MATCH (s:Stream)
WHERE s.createdAt >= datetime('2018-01-01') AND s.createdAt < datetime('2019-01-01')
RETURN s
ORDER BY s.createdAt
LIMIT 3","match
  $s isa stream, has created_at $ca;
  $ca >= 2018-01-01;
  $ca < 2019-01-01;
sort $ca asc;
limit 3;
fetch { ""name"": $s.name, ""createdAt"": $ca };"
189,Which 3 streams have the most users as VIPs?,"MATCH (s:Stream)-[:VIP]->(u:User)
RETURN s.name AS stream, count(u) AS vip_count
ORDER BY vip_count DESC
LIMIT 3","match
  $s isa stream, has name $sn;
  vip_status (channel_with_vips: $s, vip_user: $u);
reduce $vip_count = count($u) groupby $sn;
sort $vip_count desc;
limit 3;"
190,List the top 5 streams that are associated with teams and have more than 10000 followers.,"MATCH (s:Stream)-[:HAS_TEAM]->(:Team)
WHERE s.followers > 10000
RETURN s.name AS stream_name, s.followers
ORDER BY s.followers DESC
LIMIT 5","match
  $s isa stream, has name $sn, has followers $f;
  $f > 10000;
  team_membership (member_stream: $s, organization: $t);
sort $f desc;
limit 5;
fetch { ""stream_name"": $sn, ""followers"": $f };"
191,What are the first 3 streams that have a chatter who is also a moderator?,"MATCH (s:Stream)<-[:CHATTER]-(u:User)
WHERE exists{ (u)-[:MODERATOR]->(s) }
RETURN s.name AS stream, s.url AS url
LIMIT 3","match
  $s isa stream, has name $sn, has url $su;
  chat_activity (channel_with_chatters: $s, chatting_user: $u);
  moderation (moderated_channel: $s, moderating_user: $u);
limit 3;
fetch { ""stream"": $sn, ""url"": $su };"
192,List the first 3 streams that have a language set to 'en'.,"MATCH (s:Stream)-[:HAS_LANGUAGE]->(l:Language {name: 'en'})
RETURN s.name AS stream_name, s.url AS stream_url
LIMIT 3","match
  $l isa language, has name ""en"";
  language_usage (channel: $s, used_language: $l);
limit 3;
fetch { ""stream_name"": $s.name, ""stream_url"": $s.url };"
193,What are the top 5 games played by streams with more than 5000 followers?,"MATCH (s:Stream)-[:PLAYS]->(g:Game)
WHERE s.followers > 5000
RETURN g.name AS game, count(*) AS stream_count
ORDER BY stream_count DESC
LIMIT 5","match
  $s isa stream, has followers $f;
  $f > 5000;
  game_play (streaming_channel: $s, played_game: $g);
  $g has name $gn;
reduce $stream_count = count($s) groupby $gn;
sort $stream_count desc;
limit 5;"
194,Which streams have a total view count above 1 million and are associated with the 'ESO Stream Team'?,"MATCH (s:Stream)-[:HAS_TEAM]->(t:Team {name: 'ESO Stream Team'})
WHERE s.total_view_count > 1000000
RETURN s.name AS stream_name, s.total_view_count AS view_count","match
  $t isa team, has name ""ESO Stream Team"";
  team_membership (member_stream: $s, organization: $t);
  $s has name $sn, has total_view_count $tvc;
  $tvc > 1000000;
fetch { ""stream_name"": $sn, ""view_count"": $tvc };"
195,Identify the first 3 users who are moderators for streams with a description containing 'Belarus'.,"MATCH (u:User)-[:MODERATOR]->(s:Stream)
WHERE s.description CONTAINS 'Belarus'
RETURN u.name, u.id
LIMIT 3","match
  $s isa stream, has description $d;
  $d like ""%Belarus%"";
  moderation (moderated_channel: $s, moderating_user: $u);
  $u has name $un;
limit 3;
fetch { ""name"": $un };"
196,Find the top 5 streams that are playing the game 'Rust'.,"MATCH (s:Stream)-[:PLAYS]->(:Game {name: 'Rust'})
RETURN s.name AS stream, s.total_view_count AS views
ORDER BY views DESC
LIMIT 5","match
  $g isa game, has name ""Rust"";
  game_play (streaming_channel: $s, played_game: $g);
  $s has name $sn, has total_view_count $tvc;
sort $tvc desc;
limit 5;
fetch { ""stream"": $sn, ""views"": $tvc };"
197,List the first 3 streams that have at least one VIP who is also a user.,"MATCH (s:Stream)-[:VIP]->(u:User)
RETURN s.name AS stream, u.name AS vip_user
LIMIT 3","match
  $s isa stream, has name $sn;
  vip_status (channel_with_vips: $s, vip_user: $u);
  $u has name $un;
limit 3;
fetch { ""stream"": $sn, ""vip_user"": $un };"
198,What are the first 3 streams that have a language set to 'ru'?,"MATCH (s:Stream)-[:HAS_LANGUAGE]->(l:Language {name: 'ru'})
RETURN s.name, s.url
LIMIT 3","match
  $l isa language, has name ""ru"";
  language_usage (channel: $s, used_language: $l);
limit 3;
fetch { ""name"": $s.name, ""url"": $s.url };"
199,"Which users are VIPs in streams with a total view count exceeding 500,000?","MATCH (u:User)-[:VIP]->(s:Stream)
WHERE s.total_view_count > 500000
RETURN u.name AS user, s.name AS stream","match
  $s isa stream, has name $sn, has total_view_count $tvc;
  $tvc > 500000;
  vip_status (channel_with_vips: $s, vip_user: $u);
  $u has name $un;
fetch { ""user"": $un, ""stream"": $sn };"
200,"What are the top 5 games played by streams created after January 1, 2015?","MATCH (s:Stream)-[:PLAYS]->(g:Game)
WHERE s.createdAt > datetime(""2015-01-01"")
RETURN g.name AS game, count(*) AS streams
ORDER BY streams DESC
LIMIT 5","match
  $s isa stream, has created_at $ca;
  $ca > 2015-01-01;
  game_play (streaming_channel: $s, played_game: $g);
  $g has name $gn;
reduce $streams = count($s) groupby $gn;
sort $streams desc;
limit 5;"
202,List the top 5 most followed streams that are linked to the language 'en'.,"MATCH (s:Stream)-[:HAS_LANGUAGE]->(l:Language {name: 'en'})
RETURN s.name AS stream, s.followers AS followers
ORDER BY followers DESC
LIMIT 5","match
  $l isa language, has name ""en"";
  language_usage (channel: $s, used_language: $l);
  $s has name $sn, has followers $f;
sort $f desc;
limit 5;
fetch { ""stream"": $sn, ""followers"": $f };"
203,Which streams have a follower count between 1000 and 5000 and play the game 'Rust'?,"MATCH (s:Stream)-[:PLAYS]->(:Game {name: 'Rust'})
WHERE s.followers >= 1000 AND s.followers <= 5000
RETURN s.name AS stream, s.followers AS followerCount","match
  $g isa game, has name ""Rust"";
  game_play (streaming_channel: $s, played_game: $g);
  $s has name $sn, has followers $f;
  $f >= 1000;
  $f <= 5000;
fetch { ""stream"": $sn, ""followerCount"": $f };"
204,Find the first 3 users who are moderators of more than one stream.,"MATCH (u:User)-[:MODERATOR]->(s:Stream)
WITH u, count(s) AS num_moderated_streams
WHERE num_moderated_streams > 1
RETURN u.name, u.id
ORDER BY num_moderated_streams DESC
LIMIT 3","match
  $u isa user, has name $un;
  moderation (moderating_user: $u, moderated_channel: $s);
reduce $num_moderated_streams = count($s) groupby $un;
sort $num_moderated_streams desc;
limit 3;"
205,What are the top 5 streams with the highest total view count and are associated with the 'ESO Stream Team'?,"MATCH (s:Stream)-[:HAS_TEAM]->(t:Team {name: 'ESO Stream Team'})
RETURN s.name AS stream_name, s.total_view_count AS total_views
ORDER BY s.total_view_count DESC
LIMIT 5","match
  $t isa team, has name ""ESO Stream Team"";
  team_membership (member_stream: $s, organization: $t);
  $s has name $sn, has total_view_count $tvc;
sort $tvc desc;
limit 5;
fetch { ""stream_name"": $sn, ""total_views"": $tvc };"
206,Identify the first 3 languages associated with streams that have a description containing 'coverage'.,"MATCH (s:Stream)-[:HAS_LANGUAGE]->(l:Language)
WHERE s.description CONTAINS 'coverage'
RETURN l.name AS language
LIMIT 3","match
  $s isa stream, has description $d;
  $d like ""%coverage%"";
  language_usage (channel: $s, used_language: $l);
  $l has name $ln;
limit 3;
fetch { ""language"": $ln };"
208,"Which streams have a total view count below 50,000 and are associated with the language 'ru'?","MATCH (s:Stream)-[:HAS_LANGUAGE]->(l:Language {name: 'ru'})
WHERE s.total_view_count < 50000
RETURN s","match
  $l isa language, has name ""ru"";
  language_usage (channel: $s, used_language: $l);
  $s has total_view_count $tvc;
  $tvc < 50000;
fetch { ""name"": $s.name, ""total_view_count"": $tvc };"
209,"Identify the first 3 teams that are linked to streams with over 10,000 followers.","MATCH (t:Team)<-[:HAS_TEAM]-(s:Stream)
WHERE s.followers > 10000
RETURN t.name AS team_name
ORDER BY t.createdAt
LIMIT 3","match
  $t isa team, has name $tn, has created_at $ca;
  team_membership (member_stream: $s, organization: $t);
  $s has followers $f;
  $f > 10000;
sort $ca asc;
limit 3;
fetch { ""team_name"": $tn };"
210,What are the top 5 streams created before 2010?,"MATCH (s:Stream)
WHERE s.createdAt < date(""2010-01-01"")
RETURN s.name AS stream, s.createdAt AS created
ORDER BY s.createdAt
LIMIT 5","match
  $s isa stream, has name $sn, has created_at $ca;
  $ca < 2010-01-01;
sort $ca asc;
limit 5;
fetch { ""stream"": $sn, ""created"": $ca };"
211,List the first 3 streams that have VIPs who are users with a name containing 'chase'.,"MATCH (s:Stream)-[:VIP]->(u:User)
WHERE u.name CONTAINS 'chase'
RETURN s.name AS stream, u.name AS vip
LIMIT 3","match
  $s isa stream, has name $sn;
  vip_status (channel_with_vips: $s, vip_user: $u);
  $u has name $un;
  $un like ""%chase%"";
limit 3;
fetch { ""stream"": $sn, ""vip"": $un };"
212,Which users are chatters in streams with a description containing 'inclusive'?,"MATCH (u:User)-[:CHATTER]->(s:Stream)
WHERE s.description CONTAINS 'inclusive'
RETURN u","match
  $s isa stream, has description $d;
  $d like ""%inclusive%"";
  chat_activity (channel_with_chatters: $s, chatting_user: $u);
fetch { ""name"": $u.name };"
213,Identify the first 3 streams that have moderators named 'itsbigchase'.,"MATCH (s:Stream)<-[:MODERATOR]-(m:User {name: 'itsbigchase'})
RETURN s.name AS stream_name, s.url AS stream_url
LIMIT 3","match
  $m isa user, has name ""itsbigchase"";
  moderation (moderated_channel: $s, moderating_user: $m);
limit 3;
fetch { ""stream_name"": $s.name, ""stream_url"": $s.url };"
214,List the top 5 streams with the lowest follower count that play the game 'Rust'.,"MATCH (s:Stream)-[:PLAYS]->(:Game {name: 'Rust'})
WHERE s.followers IS NOT NULL
RETURN s.name AS stream, s.followers AS followerCount
ORDER BY followerCount ASC
LIMIT 5","match
  $g isa game, has name ""Rust"";
  game_play (streaming_channel: $s, played_game: $g);
  $s has name $sn, has followers $f;
sort $f asc;
limit 5;
fetch { ""stream"": $sn, ""followerCount"": $f };"
215,What are the first 3 streams with the most VIPs linked to them?,"MATCH (s:Stream)<-[:VIP]-()
RETURN s.name AS stream, count(*) AS vipCount
ORDER BY vipCount DESC
LIMIT 3","match
  $s isa stream, has name $sn;
  vip_status (channel_with_vips: $s, vip_user: $v);
reduce $vipCount = count($v) groupby $sn;
sort $vipCount desc;
limit 3;"
216,Which streams have at least one user named 'itsbigchase' as a chatter?,"MATCH (s:Stream)
WHERE exists{ (u:User {name: 'itsbigchase'})-[:CHATTER]->(s) }
RETURN s","match
  $u isa user, has name ""itsbigchase"";
  chat_activity (chatting_user: $u, channel_with_chatters: $s);
fetch { ""name"": $s.name };"
217,Identify the first 3 users who are VIPs in streams with a name containing 'big'.,"MATCH (u:User)-[:VIP]->(s:Stream)
WHERE s.name CONTAINS 'big'
RETURN u.name AS user, s.name AS stream
LIMIT 3","match
  $s isa stream, has name $sn;
  $sn like ""%big%"";
  vip_status (channel_with_vips: $s, vip_user: $u);
  $u has name $un;
limit 3;
fetch { ""user"": $un, ""stream"": $sn };"
219,"Which streams have a follower count above 10,000 and are associated with a game named 'Rust'?","MATCH (s:Stream)-[:PLAYS]->(g:Game {name: 'Rust'})
WHERE s.followers > 10000
RETURN s","match
  $g isa game, has name ""Rust"";
  game_play (streaming_channel: $s, played_game: $g);
  $s has followers $f;
  $f > 10000;
fetch { ""name"": $s.name, ""followers"": $f };"
220,Identify the first 3 streams that play a game and have a VIP who is a user.,"MATCH (s:Stream)-[:PLAYS]->(:Game), (s)-[:VIP]->(u:User)
RETURN s, u
LIMIT 3","match
  $s isa stream, has name $sn;
  game_play (streaming_channel: $s, played_game: $g);
  vip_status (channel_with_vips: $s, vip_user: $u);
  $u has name $un;
limit 3;
fetch { ""stream"": $sn, ""user"": $un };"
221,List the first 3 streams that are linked to the game 'Rust' and have been created after 2018.,"MATCH (s:Stream)-[:PLAYS]->(g:Game {name: 'Rust'})
WHERE s.createdAt > date('2018-01-01')
RETURN s
LIMIT 3","match
  $g isa game, has name ""Rust"";
  game_play (streaming_channel: $s, played_game: $g);
  $s has created_at $ca;
  $ca > 2018-01-01;
limit 3;
fetch { ""name"": $s.name, ""created_at"": $ca };"
222,What are the top 5 most viewed streams that have a language set to 'en'?,"MATCH (s:Stream)-[:HAS_LANGUAGE]->(l:Language {name: 'en'})
RETURN s.name AS stream, s.total_view_count AS views
ORDER BY views DESC
LIMIT 5","match
  $l isa language, has name ""en"";
  language_usage (channel: $s, used_language: $l);
  $s has name $sn, has total_view_count $tvc;
sort $tvc desc;
limit 5;
fetch { ""stream"": $sn, ""views"": $tvc };"
223,Which streams have a description containing 'premiere' and have at least 5000 followers?,"MATCH (s:Stream)
WHERE s.description CONTAINS 'premiere' AND s.followers >= 5000
RETURN s","match
  $s isa stream, has description $d, has followers $f;
  $d like ""%premiere%"";
  $f >= 5000;
fetch { ""name"": $s.name, ""description"": $d, ""followers"": $f };"
225,List the top 5 streams that are linked to teams created before 2015.,"MATCH (s:Stream)-[:HAS_TEAM]->(t:Team)
WHERE t.createdAt < date(""2015-01-01"")
RETURN s.name AS stream, s.total_view_count AS views
ORDER BY views DESC
LIMIT 5","match
  $t isa team, has created_at $ca;
  $ca < 2015-01-01;
  team_membership (member_stream: $s, organization: $t);
  $s has name $sn, has total_view_count $tvc;
sort $tvc desc;
limit 5;
fetch { ""stream"": $sn, ""views"": $tvc };"
226,What are the first 3 streams with a moderator named 'itsbigchase'?,"MATCH (s:Stream)<-[:MODERATOR]-(u:User {name: 'itsbigchase'})
RETURN s.name AS stream_name
LIMIT 3","match
  $u isa user, has name ""itsbigchase"";
  moderation (moderated_channel: $s, moderating_user: $u);
  $s has name $sn;
limit 3;
fetch { ""stream_name"": $sn };"
229,List the top 5 streams that have at least one user as a chatter and are associated with the game 'Rust'.,"MATCH (s:Stream)-[:PLAYS]->(:Game {name: 'Rust'})
WHERE exists{ (s)<-[:CHATTER]-(:User) }
RETURN s.name AS stream, s.total_view_count AS views
ORDER BY views DESC
LIMIT 5","match
  $g isa game, has name ""Rust"";
  game_play (streaming_channel: $s, played_game: $g);
  chat_activity (channel_with_chatters: $s, chatting_user: $u);
  $s has name $sn, has total_view_count $tvc;
sort $tvc desc;
limit 5;
fetch { ""stream"": $sn, ""views"": $tvc };"
230,What are the first 3 streams that have a team with a creation date after 2015?,"MATCH (s:Stream)-[:HAS_TEAM]->(t:Team)
WHERE t.createdAt > datetime('2015-01-01')
RETURN s.name AS stream, t.name AS team, t.createdAt AS teamCreatedAt
ORDER BY t.createdAt
LIMIT 3","match
  $t isa team, has name $tn, has created_at $tca;
  $tca > 2015-01-01;
  team_membership (member_stream: $s, organization: $t);
  $s has name $sn;
sort $tca asc;
limit 3;
fetch { ""stream"": $sn, ""team"": $tn, ""teamCreatedAt"": $tca };"
231,Which streams have a total view count above 1 million and a moderator named 'creightonolsen'?,"MATCH (s:Stream)
WHERE s.total_view_count > 1000000 AND
      exists{ (s)-[:MODERATOR]->(:User {name: 'creightonolsen'}) }
RETURN s","match
  $s isa stream, has total_view_count $tvc;
  $tvc > 1000000;
  $u isa user, has name ""creightonolsen"";
  moderation (moderated_channel: $s, moderating_user: $u);
fetch { ""name"": $s.name, ""total_view_count"": $tvc };"
232,Identify the first 3 streams that have chatters who are streams created before 2017.,"MATCH (s:Stream)<-[:CHATTER]-(chatter:Stream)
WHERE chatter.createdAt < date(""2017-01-01"")
RETURN s.name as stream, s.createdAt as streamCreated
ORDER BY s.createdAt
LIMIT 3","match
  $s isa stream, has name $sn, has created_at $sca;
  chat_activity (channel_with_chatters: $s, chatting_channel: $chatter);
  $chatter has created_at $cca;
  $cca < 2017-01-01;
sort $sca asc;
limit 3;
fetch { ""stream"": $sn, ""streamCreated"": $sca };"
234,What are the first 3 streams that have a VIP named 'itsbigchase'?,"MATCH (s:Stream)<-[:VIP]-(u:User {name: 'itsbigchase'})
RETURN s.name AS stream_name
LIMIT 3","match
  $u isa user, has name ""itsbigchase"";
  vip_status (channel_with_vips: $s, vip_user: $u);
  $s has name $sn;
limit 3;
fetch { ""stream_name"": $sn };"
235,"Which streams have a total view count below 10,000 and are linked to a language named 'en'?","MATCH (s:Stream)-[:HAS_LANGUAGE]->(l:Language {name: 'en'})
WHERE s.total_view_count < 10000
RETURN s","match
  $l isa language, has name ""en"";
  language_usage (channel: $s, used_language: $l);
  $s has total_view_count $tvc;
  $tvc < 10000;
fetch { ""name"": $s.name, ""total_view_count"": $tvc };"
236,Identify the first 3 streams that play a game named 'Rust' and have a VIP who is a user.,"MATCH (s:Stream)-[:PLAYS]->(:Game {name: 'Rust'})
WHERE exists{ (s)-[:VIP]->(:User) }
RETURN s
LIMIT 3","match
  $g isa game, has name ""Rust"";
  game_play (streaming_channel: $s, played_game: $g);
  vip_status (channel_with_vips: $s, vip_user: $u);
limit 3;
fetch { ""name"": $s.name };"
